# n ksql sqlbox sqlite3
500 0.467 0.288481 0.164 0.0847585 0.15 0.0982853
1000 0.876 0.385232 0.335 0.13306 0.217 0.021
2000 1.733 0.684866 0.68 0.260308 0.437 0.0473392
4000 3.081 0.56767 1.194 0.288486 0.893 0.094451
8000 6.553 1.09587 2.704 0.47894 1.865 0.237918
16000 12.078 1.71857 4.925 0.54621 3.982 0.486905
