# n ksql sqlbox sqlite3
500 0.026 0.00860233 0.002 0.006 0 0
1000 0.045 0.00921954 0.001 0.003 0 0
2000 0.105 0.0519134 0.0045 0.00739932 0.0015 0.00653835
4000 0.225 0.129865 0.0155 0.00973396 0.0035 0.0047697
8000 0.421 0.179357 0.0375 0.031603 0.018 0.0191311
16000 0.7975 0.145529 0.052 0.0441135 0.0225 0.00766485
